Rev,HA,Carb,DW
0.43658839010460077,0.997915446934555,0.6478946334263692,0.9349869917360549
0.2176771842355369,0.8753002256481598,0.8332426928350409,0.9998863608977683
0.33234794835760234,0.8547781182827076,0.7844870309551171,0.9970438975025249
0.19359411116788502,0.706175431014529,0.9679705875971369,0.8658093454531045
0.5281115069284269,0.9203779768599241,0.7160593810087027,0.9570471209963453
0.33154152005876053,0.8415824083841587,0.82885207221855,0.9946224819142218
0.3733375694046775,0.9998318080677324,0.6936670581915882,0.9530904049265712
0.9325236710713147,0.3605984223046765,0.3552471088753804,0.4713609318225953
0.2630882796882491,0.8677626599911846,0.8173753975975894,0.9992689879546879
0.5653707732657001,0.9765495850321207,0.5647561623079178,0.8972875065053633
0.3732077281458382,0.9998306930481874,0.6938162812546406,0.9531126165001548
0.8557720205034023,0.6727510492331402,0.39633972159939346,0.909257585432431
0.863552268512369,0.5088646230555393,0.5079719250147915,0.6749910426491387
0.9806805667110315,0.17613461648682222,0.18160755007711593,0.2187490598401759
0.6709555591976534,0.6150592752440353,0.7268684834776837,0.8269675579096608
0.9687324198258157,0.31005868884579735,0.23249588269358762,0.3135952110114786
0.45577085260001066,0.8357407009931659,0.7596173695885121,0.9875027186075533
0.45138819423817494,0.8406694771047273,0.7627848784102178,0.9853402725322548
0.3359216803607095,0.7304711093725724,0.8957912875118796,0.9517822296211904
0.37893072867691036,0.6441406218457867,0.8841716639611115,0.8319786596753187
0.5302709692684994,0.9290602224105534,0.7113122334699761,0.95106345185059
0.3174593033173334,0.856460233090863,0.7896667472736393,0.9977293314559957
0.3178463538234605,0.8639997642331254,0.7916733424719132,0.9958755397367584
0.24509478366982582,0.8029851188501304,0.9191054885167238,0.9803793308834385
0.9904416690263574,0.15242461735112345,0.11428290169600923,0.2666957534499323
0.10533598912754745,0.8950159208674359,0.9476643679159251,0.9656385192596794
0.5357746999582238,0.8985943484282274,0.701564241178452,0.9634631219314368
0.9370545784713206,0.5040194710940974,0.27560437961251744,0.8268131696727218
0.9588354246768549,0.48012124030816733,0.17989221969710786,0.7790541894291495
0.9204722061845932,0.5415718825122242,0.3790179488874472,0.5941554103492579
0.5334280162464698,0.9256825139733519,0.7098485595924032,0.9480724268606202
0.5181889412264846,0.9623514413528118,0.6353992179924123,0.9623508970490632
0.5307660491484691,0.9245262571104776,0.7148279697302037,0.9563017118673781
0.5291284240571711,0.9204134079325574,0.715265475114768,0.9576426620420283
0.22653342622945372,0.8789181866260576,0.8399178961115188,0.9993498725683903
0.9630547012368117,0.3246774680521098,0.24076448768541936,0.626471425274378
0.49732490328351947,0.8807194561318765,0.7441769813551206,0.9374741295728535
0.7557905436231723,0.8891653076091531,0.4441329905986023,0.8484120411920921
0.13168861055637657,0.7279069187495417,0.9876640281803967,0.8849177922667213
0.22381807558745181,0.8787913880351125,0.839891109818665,0.9994449815791056
0.9974685254085935,0.0651238929678609,0.03023347441199822,0.1513967059508147
0.373300632057041,0.9998890373282512,0.6930649999555283,0.9528253344920564
0.5680766880679635,0.9657304529404501,0.6248849284325046,0.9067517186264441
0.37309345257338866,0.9999006731618766,0.6928909782920355,0.9527911831643769
0.8093594386328721,0.49769915481976,0.5935302610330692,0.7119399939802203
0.8858405973174813,0.4539909053281483,0.46623187090246065,0.6106295417033647
0.4301470498757281,0.9733865036601521,0.7238455285470149,0.9574734425530668
0.37335774012120737,0.9998659029908961,0.6932894029134787,0.9528855113356813
0.9570130053133928,0.2875772625467114,0.2791307604727402,0.35814570380096106
0.9458525029970619,0.36824101646595425,0.31528428047369356,0.47305909637387467
0.9935409366676907,0.12781826178379785,0.03839185373939325,0.33119265622333277
0.3560426024814273,0.9997638105654598,0.705725028814063,0.9554232222561904
0.5313513283139065,0.9260143975131344,0.7139223194618888,0.9555654857265261
0.21748021447938998,0.8788039020019175,0.8394965861189972,0.9996819500196426
0.2731660517747205,0.7650496781529599,0.9287638945446102,0.895552415159125
0.47085223828046324,0.814759494316671,0.7107410463931898,0.9887897456581927
0.9477986615931308,0.47396496683635564,0.2961875189221625,0.6517076115865665
0.8851653252600326,0.7868136859112882,0.3387620255615408,0.78937918643955
0.09478879447993417,0.7433170657282252,0.9952822914894884,0.8927718122044203
0.47235662067717216,0.9595765382556974,0.7162290066694246,0.9536225301702024
0.30746100990496694,0.9973579914356647,0.7480215728663314,0.9612563348447273
0.6504454158677948,0.9461022920522825,0.5128534371472265,0.8730447307879187
0.3063685989499087,0.6624943859455967,0.9191057880008456,0.8398041171414655
0.9828777256762782,0.3931510963112897,0.09632652868265859,0.3373291065594951
0.9315292218950793,0.6986469696488388,0.24844430762520572,0.6716453016111845
0.6068493587642608,0.5449145227131745,0.7686757051345695,0.8002372442811262
0.476588343389424,0.9580434964208645,0.7155429894214643,0.9538826939724196
0.7057919414848682,0.5101224721436038,0.7057918945378576,0.7687967712814845
0.5364896243117968,0.9835641061937141,0.5844018394124523,0.9049090342698286
0.8199156099050177,0.49494515203924916,0.5787640180868819,0.7021912491526662
0.5251111733263621,0.5866554316619004,0.8115355108630872,0.8137448231013307
0.22160728526010626,0.8787947788248022,0.839597537437065,0.9995379848102768
0.20241856362376354,0.8797507161382196,0.8420452650986494,0.9998178337985659
0.9571865235636619,0.4289168165854147,0.16897307471709053,0.7882712338553043
0.22096562882577095,0.8786391870558002,0.8393825109015437,0.9995709122032738
0.8701582225289474,0.8032230131117394,0.35421647308770055,0.8037240121389109
0.5039554467636487,0.9101091036627769,0.7369209921916845,0.9334404522220808
0.9741967227619861,0.3261948134408943,0.15382196129767825,0.6665580577823961
0.5497881055051494,0.9774012502777736,0.6108824067324897,0.9086260094838255
0.10436386935648861,0.7827844142965926,0.9914549650889796,0.9232311342911069
0.5281349720350128,0.9257185402696555,0.7149096728689679,0.9573527595049703
0.9741267528538337,0.25426771781299606,0.21176674759499703,0.2672168799558736
0.5390594091038847,0.8975734612703224,0.6998801943418228,0.9622236516164075
0.6408160184193703,0.7832983563317047,0.7120179117573353,0.8684373338496596
0.3789856464917925,0.8411534328085051,0.7593673804934273,0.9948373024518702
0.7000036749867415,0.8272770878027259,0.5482699072426026,0.9545504853169153
0.7011808786329817,0.8286692265992486,0.6374387869389874,0.8763000770429994
0.4311511653422361,0.8268783098422487,0.7337355386773196,0.9916477399054406
0.4827186766232909,0.8851161165516227,0.753973698326766,0.9259385573037442
0.11438889312254709,0.7360806427304558,0.9913702441752997,0.8892240968466205
0.4010878865638771,0.7354790340578214,0.8690237873910327,0.8777118398937104
0.27462031199143183,0.6791061679706529,0.9337090157890588,0.879167560711173
0.9784477569372005,0.28566217819532236,0.13342641641857475,0.6226914238001414
0.28305204135892326,0.6697845847379132,0.9300275718386246,0.8434895956087837
0.5204143924527397,0.9149720121618158,0.7245932680481552,0.9338598293057802
0.6350514694527177,0.9525772481412944,0.5253656168002099,0.8892044754632348
0.9694442523783579,0.35444577259128407,0.1251327103070283,0.7270831769915058
0.9379693103760576,0.4654798423604305,0.3126564910553308,0.7817595136608657
0.4604061356109918,0.6173256685217968,0.8440780467993466,0.8228875150544182
0.617063974955706,0.9598772291108546,0.5337798026995185,0.8823241041917442
0.08668257647250034,0.7453566606545396,0.9968492305103749,0.8934123472608831
0.21676595385713165,0.8787985834755696,0.8394214050866933,0.9997084962595009
0.7126261536721723,0.7674530321668563,0.6578091821051275,0.8554418622811478
0.4063299204065099,0.832321826715421,0.7456379468076965,0.9932509672390681
0.37144470242510746,0.9286131092131797,0.7440653210437641,0.9905192226832855
0.26707059875699757,0.9927746647321621,0.7837695675887921,0.9649406489564442
0.456509966893665,0.9658239218543015,0.7183778960344916,0.9549337915371817
0.2678001684169028,0.6703515004685124,0.9373006288777812,0.8426682040387762
0.3732752902346064,0.9998899336598726,0.6930717436028535,0.9528194918986218
0.7741171189064894,0.5066638548374125,0.6375082026544517,0.741934362203886
0.7671510891178878,0.6059281431649024,0.6276688670161104,0.9066328066200842
0.553196374296233,0.8297945125551905,0.7606412394134524,0.8878595683790835
0.604136287386721,0.8698985522499416,0.6559828047541473,0.9332434300428565
0.29368929159922896,0.8621647608140598,0.8028778521088684,0.9985429825898319
0.2926717581515681,0.8628210895033293,0.8037244596934997,0.9985429897303097
0.11658054841360144,0.7347901479887722,0.9909346654093513,0.8882878150623109
0.9542651244764345,0.4256691461573603,0.2511246296871754,0.7533824701066276
0.9864920633063934,0.21941406701787455,0.14614698178379795,0.17468509475422106
0.21144774727794333,0.8797649607121305,0.8336268047259977,0.9979034832687629
