Rev,HA,Carb
0.43658839010460077,0.997915446934555,0.6478946334263692
0.2176771842355369,0.8753002256481598,0.8332426928350409
0.33234794835760234,0.8547781182827076,0.7844870309551171
0.19359411116788502,0.706175431014529,0.9679705875971369
0.33154152005876053,0.8415824083841587,0.82885207221855
0.3733375694046775,0.9998318080677324,0.6936670581915882
0.9325236710713147,0.3605984223046765,0.3552471088753804
0.5653707732657001,0.9765495850321207,0.5647561623079178
0.3732077281458382,0.9998306930481874,0.6938162812546406
0.8557720205034023,0.6727510492331402,0.39633972159939346
0.863552268512369,0.5088646230555393,0.5079719250147915
0.9806805667110315,0.17613461648682222,0.18160755007711593
0.3359216803607095,0.7304711093725724,0.8957912875118796
0.37893072867691036,0.6441406218457867,0.8841716639611115
0.3174593033173334,0.856460233090863,0.7896667472736393
0.24509478366982582,0.8029851188501304,0.9191054885167238
0.9370545784713206,0.5040194710940974,0.27560437961251744
0.5181889412264846,0.9623514413528118,0.6353992179924123
0.9630547012368117,0.3246774680521098,0.24076448768541936
0.7557905436231723,0.8891653076091531,0.4441329905986023
0.13168861055637657,0.7279069187495417,0.9876640281803967
0.9974685254085935,0.0651238929678609,0.03023347441199822
0.373300632057041,0.9998890373282512,0.6930649999555283
0.37309345257338866,0.9999006731618766,0.6928909782920355
0.8858405973174813,0.4539909053281483,0.46623187090246065
0.37335774012120737,0.9998659029908961,0.6932894029134787
0.9570130053133928,0.2875772625467114,0.2791307604727402
0.9935409366676907,0.12781826178379785,0.03839185373939325
0.3560426024814273,0.9997638105654598,0.705725028814063
0.8851653252600326,0.7868136859112882,0.3387620255615408
0.30746100990496694,0.9973579914356647,0.7480215728663314
0.6504454158677948,0.9461022920522825,0.5128534371472265
0.3063685989499087,0.6624943859455967,0.9191057880008456
0.7057919414848682,0.5101224721436038,0.7057918945378576
0.5364896243117968,0.9835641061937141,0.5844018394124523
0.8199156099050177,0.49494515203924916,0.5787640180868819
0.5251111733263621,0.5866554316619004,0.8115355108630872
0.9571865235636619,0.4289168165854147,0.16897307471709053
0.8701582225289474,0.8032230131117394,0.35421647308770055
0.5497881055051494,0.9774012502777736,0.6108824067324897
0.3789856464917925,0.8411534328085051,0.7593673804934273
0.7000036749867415,0.8272770878027259,0.5482699072426026
0.4311511653422361,0.8268783098422487,0.7337355386773196
0.11438889312254709,0.7360806427304558,0.9913702441752997
0.27462031199143183,0.6791061679706529,0.9337090157890588
0.28305204135892326,0.6697845847379132,0.9300275718386246
0.6350514694527177,0.9525772481412944,0.5253656168002099
0.9694442523783579,0.35444577259128407,0.1251327103070283
0.9379693103760576,0.4654798423604305,0.3126564910553308
0.617063974955706,0.9598772291108546,0.5337798026995185
0.37144470242510746,0.9286131092131797,0.7440653210437641
0.26707059875699757,0.9927746647321621,0.7837695675887921
0.3732752902346064,0.9998899336598726,0.6930717436028535
0.7741171189064894,0.5066638548374125,0.6375082026544517
0.7671510891178878,0.6059281431649024,0.6276688670161104
0.11658054841360144,0.7347901479887722,0.9909346654093513
0.9542651244764345,0.4256691461573603,0.2511246296871754
0.21144774727794333,0.8797649607121305,0.8336268047259977
0.1143823128271807,0.7368753602601318,0.9913134654316881
0.145833997504232,0.7216064515754006,0.9843793301936411
0.726045380907808,0.5098322254031252,0.6878323359573741
0.2174344907040944,0.8754084738731255,0.8312813942904912
0.48511970471697224,0.6239818464342097,0.8316337339673335
0.7583973490141677,0.6937698731022012,0.5220196409401334
0.27735060490810914,0.8621270058328839,0.8320427809537465
0.39442526104073244,0.6419423655724193,0.8765007343013055
0.409100109569275,0.635936908104437,0.8693376029046399
0.45232677637447505,0.6201821857463772,0.8481126592808736
0.4510410376003687,0.6279494452543443,0.8481126717490763
0.3449556711810583,0.8500429049558258,0.775524237678218
0.1996189684052477,0.8182232036043384,0.925841864648032
0.4604072067760395,0.6168092790328497,0.844080006297672
0.4883210377059451,0.603506679871316,0.8301458121796148
0.9774717617111414,0.21191452799988117,0.19549444116217032
0.29369647448206565,0.8619076080888021,0.8023009074174596
0.05323151144230658,0.7647197156447088,0.9998510211703162
0.7668697588127947,0.504955017509074,0.6457850423781721
0.47747130513172087,0.6094053494857941,0.8355748644003373
0.47114397087034776,0.9946374299861619,0.6244671778862997
0.36917774536228054,0.9999019269120769,0.694131953473444
0.6079426432192288,0.6747228699544486,0.7430413231183916
0.2667851252692862,0.8417709203080099,0.8757840104842687
0.37357897386600547,0.9997887920208772,0.6939341426085176
0.3809367272637869,0.9999345200559628,0.6857013272254863
0.3732978393869012,0.9998658210405771,0.6933142740421432
0.2612085542720905,0.6709602526887284,0.940350659002614
0.46214498686909095,0.6234987712057507,0.8425791061306303
0.9014171493192006,0.4217126888686358,0.43268023523286137
0.9112635926735319,0.4137163050653742,0.4100686551166842
0.6749879510600595,0.9345987143568756,0.4982777353000424
0.4899382507960308,0.6048698102182383,0.82912637982952
0.5456612502100829,0.7873253974872778,0.6687346389629958
0.2023096654847104,0.8794576791052113,0.8413483588875003
0.7958548537780897,0.6863201960389871,0.47798524897040773
0.35124347505449566,0.6516004945357702,0.8976222567159416
0.7956087519547238,0.7956445586703504,0.46647926178973603
0.7486595946504725,0.5069641321979016,0.6654751613567514
0.9967568020029736,0.05122685331815718,0.060410065412997045
0.18014707145669961,0.712235626308755,0.9727939568458597
0.25188744570678545,0.6749565271537515,0.9445777993606866
0.7971237849338666,0.5004465093313135,0.609565199610596
0.21791710850827423,0.6907640266870224,0.9588352330498701
0.4882557492374883,0.6047091786244913,0.8300348586861598
0.5520482333732978,0.7986091875174766,0.665331229849731
0.5159817641890906,0.7987690885918542,0.6843264149298578
0.09054969291827453,0.7447974886819996,0.9960458808644767
0.5603961973689032,0.7810714866934815,0.6605598440688171
0.4486172758861417,0.9969262500617292,0.6398599315017232
0.27748707044170656,0.8651397645752579,0.8109062550813043
0.6318558142967564,0.751962679007361,0.6181506649847254
0.14079825650226419,0.724485764729048,0.9855564082086005
0.24988836787183838,0.8693545635009396,0.8201675775088173
0.9776325505282492,0.2860108071533402,0.09484227273205002
0.8073421315904661,0.8548329717612406,0.4063974468191149
0.9903860590464996,0.1503695023192099,0.11004430806029554
0.8167272680595182,0.49268820813381703,0.5833768487597241
0.8596752810635245,0.46630025110688467,0.5158052078062394
0.14036511525943746,0.7260244340508228,0.985565166283575
0.7314854319663044,0.5115586585824436,0.6827197661228454
0.2630315362707826,0.6741086116328041,0.9393983410604089
0.261852340231305,0.6809635650874138,0.9393983565761207
0.3557416049303569,0.9997890065944147,0.7057379465337569
0.894437702051033,0.45648641954084734,0.44721892096973936
0.8338288412759195,0.5561911862345639,0.5558859400229335
0.2923462783966877,0.6644141584101204,0.9257631199350276
0.239941051614801,0.8711192977189979,0.8233997223168135
0.6538966520443292,0.9445176090395846,0.5113692428823962
0.05364414986256823,0.7646593578448082,0.9998422377324054
0.07139500517179333,0.7540978857696383,0.9994584563260958
0.0588178467850764,0.7619532650870297,0.999862047475366
0.5473628291594523,0.5754103783525022,0.7999916011022332
0.8721148485113733,0.4624325441198975,0.49293442956913597
0.8010050812527144,0.6871186885983418,0.47199891336966093
0.7874429235131707,0.503148672463122,0.6216653954435963
0.7182196664364465,0.7094255877135269,0.5564412239594131
0.7831534253063055,0.6713537658411715,0.6153348385424174
0.6254529981285475,0.7644463767548715,0.6208600389115596
0.39773697538538416,0.6380944204883524,0.8750214625596441
0.6124045918592641,0.561518705579032,0.7655020660182886
0.37307570191218387,0.9999188893974115,0.6926643167719705
0.15500714867780635,0.7187583653282176,0.9817117863644882
0.9679543875956438,0.2880442261422355,0.23046536075420432
0.05599643461305358,0.764305638306514,0.9998116023006867
0.3300516886474919,0.6613127231726933,0.9076421655484714
0.9547806636277026,0.43912552475168487,0.176944864234599
0.7795720787467328,0.5060108691348618,0.6310821510635574
0.7680609670434217,0.6924041753234488,0.5110862296654975
0.2795160428750999,0.6703893473823204,0.931719865176835
0.37355637508727435,0.9997699620961478,0.6941357839007325
0.2015686941938747,0.8799752174061334,0.8427093153510927
0.5672942598079647,0.780905851964337,0.6578085460969727
0.37329864204157287,0.9998656843757965,0.6933140648582127
0.08312651654865794,0.7464123739281088,0.9974669978414714
0.8511037258868972,0.6737618397402602,0.4020741205000342
0.9354853461955447,0.34426619039975986,0.3464761069794432
0.5758491372610626,0.7764269620293133,0.6538037252953675
0.646898501581269,0.5219948815429466,0.7464213665843966
0.20208344558475827,0.8795047777866403,0.8414703707682927
0.9020430815171023,0.421512689685145,0.4314119715749858
0.10540982411588741,0.8614482218712093,0.9238594781688155
0.37015941113474166,0.9999490033567124,0.692852145638116
0.3245650854814847,0.6831295594197122,0.9087822297712104
0.06666147761081824,0.7589445938527433,0.9997653276749904
0.9846228377061879,0.14595590792580268,0.15881344183042806
0.06059472981225047,0.7627357149507232,0.9997813610669365
0.9538256557785114,0.28814957877412745,0.29029477438789364
0.8199554471229566,0.49028009548125173,0.5787920442148738
0.5672758192930133,0.7802916801645866,0.6585353012787306
