Rev,Carb,DW
0.43658839010460077,0.6478946334263692,0.9349869917360549
0.19359411116788502,0.9679705875971369,0.8658093454531045
0.9325236710713147,0.3552471088753804,0.4713609318225953
0.5653707732657001,0.5647561623079178,0.8972875065053633
0.863552268512369,0.5079719250147915,0.6749910426491387
0.6709555591976534,0.7268684834776837,0.8269675579096608
0.9687324198258157,0.23249588269358762,0.3135952110114786
0.37893072867691036,0.8841716639611115,0.8319786596753187
0.10533598912754745,0.9476643679159251,0.9656385192596794
0.9204722061845932,0.3790179488874472,0.5941554103492579
0.7557905436231723,0.4441329905986023,0.8484120411920921
0.13168861055637657,0.9876640281803967,0.8849177922667213
0.9974685254085935,0.03023347441199822,0.1513967059508147
0.8858405973174813,0.46623187090246065,0.6106295417033647
0.9570130053133928,0.2791307604727402,0.35814570380096106
0.9935409366676907,0.03839185373939325,0.33119265622333277
0.3560426024814273,0.705725028814063,0.9554232222561904
0.2731660517747205,0.9287638945446102,0.895552415159125
0.8851653252600326,0.3387620255615408,0.78937918643955
0.30746100990496694,0.7480215728663314,0.9612563348447273
0.6504454158677948,0.5128534371472265,0.8730447307879187
0.3063685989499087,0.9191057880008456,0.8398041171414655
0.9828777256762782,0.09632652868265859,0.3373291065594951
0.9315292218950793,0.24844430762520572,0.6716453016111845
0.5364896243117968,0.5844018394124523,0.9049090342698286
0.8199156099050177,0.5787640180868819,0.7021912491526662
0.5251111733263621,0.8115355108630872,0.8137448231013307
0.20241856362376354,0.8420452650986494,0.9998178337985659
0.9571865235636619,0.16897307471709053,0.7882712338553043
0.8701582225289474,0.35421647308770055,0.8037240121389109
0.10436386935648861,0.9914549650889796,0.9232311342911069
0.9741267528538337,0.21176674759499703,0.2672168799558736
0.6408160184193703,0.7120179117573353,0.8684373338496596
0.4010878865638771,0.8690237873910327,0.8777118398937104
0.6350514694527177,0.5253656168002099,0.8892044754632348
0.9694442523783579,0.1251327103070283,0.7270831769915058
0.4604061356109918,0.8440780467993466,0.8228875150544182
0.617063974955706,0.5337798026995185,0.8823241041917442
0.08668257647250034,0.9968492305103749,0.8934123472608831
0.7126261536721723,0.6578091821051275,0.8554418622811478
0.26707059875699757,0.7837695675887921,0.9649406489564442
0.2678001684169028,0.9373006288777812,0.8426682040387762
0.7741171189064894,0.6375082026544517,0.741934362203886
0.553196374296233,0.7606412394134524,0.8878595683790835
0.11658054841360144,0.9909346654093513,0.8882878150623109
0.9864920633063934,0.14614698178379795,0.17468509475422106
0.21144774727794333,0.8336268047259977,0.9979034832687629
0.1143823128271807,0.9913134654316881,0.8910088215443859
0.145833997504232,0.9843793301936411,0.8779384572552044
0.9219801315270245,0.3796388751864264,0.5644177734719631
0.9968022427965052,0.033310473031113404,0.16776276609196494
0.9921464503659672,0.05620653729689163,0.31760642971347897
0.726045380907808,0.6878323359573741,0.7597717022865099
0.48511970471697224,0.8316337339673335,0.832343901942837
0.409100109569275,0.8693376029046399,0.828791633710312
0.45232677637447505,0.8481126592808736,0.8235080854012479
0.4510410376003687,0.8481126717490763,0.835092165561634
0.12365879431804178,0.9892702411257334,0.8944661173531238
0.8891263425639797,0.4184127028556347,0.7537510466270783
0.47712680013021797,0.8349722712554967,0.8358598626951708
0.4604072067760395,0.844080006297672,0.8225470149315953
0.4883210377059451,0.8301458121796148,0.8182885327653492
0.8848101335265438,0.46842900412132277,0.6109028317120908
0.7668697588127947,0.6457850423781721,0.7424523313538637
0.8639161211176967,0.508185944994824,0.6497222719627793
0.47747130513172087,0.8355748644003373,0.8199049220031639
0.38517212537713597,0.8345393486989562,0.9379032372599877
0.47114397087034776,0.6244671778862997,0.924837071048483
0.8468536359075663,0.5081128930209905,0.7915130117423242
0.9907724778360907,0.05439707834536838,0.4128284047416775
0.3809367272637869,0.6857013272254863,0.9490638509095909
0.9858274977146197,0.14604861887579246,0.2013835631794462
0.2612085542720905,0.940350659002614,0.8431493108119784
0.4634184515479268,0.8425790561960042,0.8226700297549789
0.46214498686909095,0.8425791061306303,0.834090501667774
0.4386925045563809,0.8147145186997956,0.9143871323576875
0.9014171493192006,0.43268023523286137,0.5718247083440077
0.9112635926735319,0.4100686551166842,0.5437889971211755
0.09054775033429414,0.9960228030614892,0.8956954447087642
0.9868991606261109,0.07954273091980057,0.34338057341555034
0.6749879510600595,0.4982777353000424,0.8672348234227595
0.4899382507960308,0.82912637982952,0.8204569339501221
0.2023096654847104,0.8413483588875003,0.9998726544328745
0.7327725539699996,0.6764054553581178,0.8070732260330729
0.9582394182365195,0.22546871792181208,0.537212462410536
0.7486595946504725,0.6654751613567514,0.7518365445382774
0.18014707145669961,0.9727939568458597,0.8674325729977435
0.25188744570678545,0.9445777993606866,0.8454667734232718
0.827609244115982,0.5517394956485252,0.7831274384148139
0.4882557492374883,0.8300348586861598,0.8200471643984841
0.2022993501167648,0.8417702792470857,0.9998469295330162
0.9950018583523721,0.044799596036953535,0.11001132370887208
0.3653135473686624,0.8767525816408078,0.9041077696142633
0.4486172758861417,0.6398599315017232,0.9311682120829382
0.9872274659186555,0.14103256853442056,0.16476360524401368
0.9776325505282492,0.09484227273205002,0.6517594343482995
0.8073421315904661,0.4063974468191149,0.836331040341657
0.5600578587523688,0.7934151810179082,0.8103173918551791
0.9347716445284944,0.24600578549068328,0.6645492115439064
0.14036511525943746,0.985565166283575,0.8844640399417558
0.7314854319663044,0.6827197661228454,0.7611563271945322
0.27471567242569456,0.9340331180831778,0.8430580211907759
0.3557416049303569,0.7057379465337569,0.9552293680944686
0.9631670823747299,0.25126116412526756,0.3759683754107487
0.8338288412759195,0.5558859400229335,0.7192680675595443
0.985216947655303,0.08701977073270843,0.30333297258506337
0.2030646069702734,0.8402175704823344,0.9999181320982667
0.28157760158919193,0.8447225775082826,0.9555763671514603
0.9041373522320086,0.4254763963280396,0.5985293352812449
0.9491289045667852,0.2791557045932581,0.556968894673889
0.2923462783966877,0.9257631199350276,0.8410073288570952
0.9747361309754332,0.18566462556240212,0.3586422344934052
0.6538966520443292,0.5113692428823962,0.8725771049520212
0.11403025172230202,0.9692415476878078,0.9434036543129922
0.07139500517179333,0.9994584563260958,0.9047186075481954
0.9971965807758734,0.03218410458844649,0.12880975719812443
0.8721148485113733,0.49293442956913597,0.6347949919732585
0.7874429235131707,0.6216653954435963,0.7296842842080938
0.9381805682722573,0.2311830642246193,0.6502277805836947
0.972945347187729,0.21150985954093238,0.31438326202827654
0.7831534253063055,0.6153348385424174,0.8050828622016803
0.4823421858065056,0.8331365656735154,0.8189834975238245
0.18124895844671204,0.9666596572418463,0.9155022064164643
0.39773697538538416,0.8750214625596441,0.8290665452060729
0.20324656502853444,0.880701665328454,0.966360935571454
0.6124045918592641,0.7655020660182886,0.8067130218863767
0.2636306607959881,0.8963377153709545,0.9486653933527351
0.3300516886474919,0.9076421655484714,0.8391537117475416
0.767567420077666,0.6280100340766233,0.8201396829756482
0.7795720787467328,0.6310821510635574,0.7372521429580896
0.98118992757057,0.13390290412495456,0.3175336046703762
0.2795160428750999,0.931719865176835,0.8427990510977184
0.3164879218763383,0.9142984454247114,0.8376088861091977
0.5220949673901496,0.8121477512444218,0.8298266079824581
0.63849536198754,0.7511710709454195,0.7933001516837761
0.6031275822188538,0.542921496360569,0.886826742891065
0.2015686941938747,0.8427093153510927,0.9998025102009194
0.7335022661187659,0.4599362547399613,0.8514050237953655
0.08312651654865794,0.9974669978414714,0.8949086950933526
0.9354853461955447,0.3464761069794432,0.4543250542064692
0.7784532969577377,0.632493287784973,0.7370037108113375
0.646898501581269,0.7464213665843966,0.7889556861717636
0.20208344558475827,0.8414703707682927,0.999866556801254
0.7137622380375402,0.6542844365204893,0.8553409130661475
0.9846228377061879,0.15881344183042806,0.16369680084558152
0.9538256557785114,0.29029477438789364,0.37378772899910506
0.9694052206510502,0.19388104502363654,0.44735228430479157
0.8504011818134316,0.531500695002381,0.6736820398303144
0.9047022477517962,0.4257422491683863,0.5635227917384348
0.9908499125773176,0.07079354557879859,0.1859752167545248
0.20246422558180557,0.9617043207375173,0.8984408709190811
0.44755399839721954,0.8503524605941859,0.8247613458619052
0.4448830271955946,0.846565927953136,0.8777421911314284
0.33529149642857675,0.9052871293141079,0.8364340621517096
0.7654069077201945,0.4367928360333927,0.8456418270989475
0.74014274231624,0.4558548521031409,0.8517485693089532
0.12942690416084834,0.970701472048508,0.9356062625761425
0.7572906215779519,0.6563184901262612,0.7485559480685444
0.8909187721391437,0.32996668501637294,0.7803525475913035
0.1621073372657024,0.918548229745485,0.9650673387693116
0.4754311035421186,0.62286497289024,0.9242355416735182
0.46151863550309935,0.6360216628344538,0.9276954299041711
0.9375233293388161,0.34091764483849185,0.4467004235789626
0.9678651884251896,0.14526576001985309,0.4973838461236157
0.6191495215635248,0.762030080088818,0.797120330225356
0.40909102599450636,0.8693185082319712,0.830652419330005
0.7192306307098555,0.46932511788958287,0.8556636138979026
0.64212780051145,0.7491491179871548,0.7950438091425289
0.7057985967318899,0.7057986699522106,0.7674791778598457
0.4682256679312486,0.6271464810791283,0.9250595236876569
0.6048931943065283,0.7698640161782501,0.7993376036676602
0.38883735454049606,0.6804973309330733,0.9482486815301964
0.3883744941551128,0.6809157132778018,0.9483266883375875
0.3888378784875938,0.6804200114896032,0.9486511397445266
