f1,f2,f3,f4
0.8264630806681953,0.004102741485520588,0.23164813290858832,0.3277192433724689
0.4855139001601378,0.47079773721557655,0.19384214921348028,0.0
0.023335702765348194,0.8207060075020544,0.006170600689318137,0.9511413790018765
0.8443268487652946,0.04163490110226422,0.3042391252860919,0.04540481071702844
0.37481031995163644,0.590178079047011,0.14737564793261013,0.020409519144394508
0.6643445387181836,0.20780104196182614,0.16196828519722586,0.32924363785022426
0.13322307281065546,0.744203897700751,0.04223058425535052,0.6912588974246362
0.5232640167975114,0.42881468930847366,0.2086288740797201,0.0
0.6291635250375776,0.2587229423103254,0.15396389215580042,0.3520679192365203
0.23747841115875978,0.6570074234160921,0.07544881383764573,0.5388869695162175
0.25899551148199057,0.7050832691253358,0.10398523082988323,0.18219507514058053
0.42625776381871405,0.4727102802548864,0.14465042164331315,0.25513566334590415
0.6246590789367423,0.2753414925613619,0.1544955260900236,0.31568369329305135
0.09185075480100383,0.7825075238593502,0.029755007904918213,0.7825480899323944
0.14003074434618396,0.7221903396264969,0.03997032018714562,0.7436932271858022
0.24116269075630542,0.7231345460888715,0.09804705428516378,0.21296412615838642
0.426692655425161,0.5321014735569155,0.1662265544288057,0.0
0.6995495962434283,0.19214642273359914,0.2210698182133788,0.1309639163251708
0.5452901566566616,0.35540039188298556,0.2014823697305718,0.13814821596129126
0.02411069627435827,0.8241319588166504,0.008858663626232919,0.8899760099697416
0.5610564060687323,0.35604202033054183,0.13614807231991463,0.5947540959141994
0.3801647436739453,0.5589472240070061,0.13955311174994195,0.07961365447544179
0.45619210192816456,0.5022604839140322,0.10574089361533265,1.0
0.6971168006706053,0.19812251723815683,0.2665456324012603,0.15165657428060905
0.6208247833323844,0.27653490991134694,0.17953718690395248,0.19483892813471837
0.49104026699638265,0.45982487250545795,0.17351166154681885,0.03136013723003252
0.4471373534512557,0.46221323058190245,0.15593843042809047,0.18774417954832706
0.5729708908192117,0.33683781998003803,0.13473686260328036,0.5839986013780194
0.48554965534484207,0.4578928040840222,0.11439762681464369,0.8468508624199665
0.33396354056286764,0.6057616802363472,0.12182759063877292,0.16825011649489663
0.8278153892489043,0.05900613858771387,0.2966415553277747,0.03454771588054455
0.7090117044045249,0.16168939314805147,0.2165176662780656,0.2273628631426759
0.5464323969572237,0.3719169890030009,0.1278408144305104,0.6728818964715894
0.192087292573192,0.678612606878321,0.05599421302339667,0.6564666518451262
0.41402587356114734,0.5481418260560702,0.1539389964971701,0.026379156522213815
0.025983631498150243,0.8848097233070968,0.023856082437571757,0.6865864827014684
0.6281815212890745,0.25675038752165585,0.15076158375519882,0.38524676893580684
0.5459412182899969,0.4124303389899366,0.16310082981618135,0.1898704730896117
0.2983164002574517,0.6764187253213433,0.12054013559379677,0.10803675340773433
0.6689845133582346,0.24918568227047772,0.25297847764614806,0.05889917844085691
0.5661270101710695,0.33754664156776903,0.14666525793471213,0.4197511659334953
0.6427023263067133,0.2486272200507173,0.16360389763721794,0.265458453449364
0.37480909195718654,0.5931110556067556,0.14754366976425218,0.039116773351332075
0.12753710014323635,0.9141950815961625,0.08249227756530388,0.28428380689347177
0.6550393414899353,0.23156658932269092,0.16763225846360563,0.2468072284111318
0.6218143461751282,0.2894624210858071,0.16086046379943839,0.2345724158462599
0.12115778843044639,0.7959818858333293,0.04712620390255111,0.6196517158594185
0.29987589587062896,0.5883127066639533,0.09300899513556071,0.47593839968035095
0.4569846457236131,0.47207678013908955,0.12358649586436307,0.5703105813323531
0.2568575349191151,0.6233424237638439,0.07772794133253828,0.5487522657884122
0.5418360615129368,0.3793519287418061,0.12950157810608595,0.640301964997403
0.38853924534203127,0.5444146681874706,0.14193881791354385,0.07404029926205326
0.6547278274892945,0.23899311293395947,0.17100815596249164,0.23433749154024927
0.6694308965080752,0.2442684559482093,0.25082859818778647,0.07734982245433884
0.10038703637604107,0.953731267018394,0.07726031248926021,0.324539977676184
0.6171717674223332,0.27835132409722585,0.15437058591081176,0.3330180095533146
0.49395723163387184,0.42820852388367703,0.1815339234202828,0.09047659046557141
0.6077325563406302,0.30160715644153757,0.16007188880855536,0.2563407066236018
0.6942749396002926,0.18074085327460987,0.21382459957550157,0.21211442139074224
0.064350870295793,0.9094915280248911,0.047294364300011014,0.49734457270886356
0.42410349841116984,0.5207721691349012,0.15818351076188522,0.06342173828663879
0.7255129156621749,0.174331012554938,0.22259584664603155,0.0
0.5025600160367474,0.419557062111028,0.18849719756945577,0.07915492777615796
0.4112941640708142,0.49618347099288984,0.13730037026603312,0.23422099779509306
0.5958230074588932,0.3027242201370796,0.15354569435865642,0.342494593132942
0.11711098289160758,0.927608854541276,0.08056004805610371,0.29123794557729055
0.019820547150510872,0.8463834674522421,0.011780339294540549,0.8427009948914815
0.8197028326537399,0.014995748353316945,0.23459107073185487,0.3091768223913827
0.5182277965397729,0.407238877895034,0.1293129407599689,0.6149129941778921
0.2642879716555563,0.6546059575501599,0.09040163908951826,0.41313911895366995
0.07665618697636524,0.8918283618123544,0.049720494731578274,0.4885699984576867
0.17923704738271776,0.7025556035451497,0.0556574796102631,0.6189790988414934
0.26691727500950274,0.643023679796035,0.08963932386076257,0.39932796487121447
0.7169608135049439,0.178287300592889,0.19970804982754145,0.017606707932023343
0.5525539206211056,0.36204057387740557,0.12882502588093855,0.6469205517049071
0.3239693811099338,0.6438890167118502,0.12839977662327956,0.07147028070692897
0.031199784001032297,0.8154952919412853,0.00843778688994126,0.9416691757117355
0.40973483091604657,0.49181457411589286,0.12927727699766128,0.3485638043322383
0.5275723994887558,0.4278062031106831,0.15934162847235903,0.1906141189657607
0.37463913179148683,0.5664547693033439,0.09835936932192879,0.7926203145804768
0.3318350487042069,0.6074052895155636,0.11794853602087874,0.2539446583356161
0.3393412053941438,0.6767015416407878,0.15010390727370077,0.06193195193414538
0.5125785394729511,0.4282084099469324,0.201742596336738,0.026573564071671146
0.5875336053283701,0.31198950725966784,0.14404867648443265,0.4457469304407496
0.8025142168608621,0.0653224541195634,0.25490691968965684,0.04695346981837374
0.1421244366578447,0.73439851833754,0.0433890283653067,0.7017395990367754
0.10094853564373452,0.8299927299241987,0.04661800298776846,0.5816099057736476
0.4978810513783632,0.4382068867730121,0.1349122468987177,0.5264924782806616
0.7727954753956774,0.09413079031515659,0.2095978586863726,0.067231383679482
0.37287156040277614,0.6108394949143262,0.15270816868314172,0.023647741495181646
0.6918452164026888,0.18834506672496987,0.18096938780239039,0.2537511095716211
0.23736582748082294,0.7574455586434046,0.1047067368856237,0.16953024957217525
0.4065361012796498,0.5015590428954255,0.13065921545505738,0.3122464856601981
0.08195782127189179,0.8319587548714373,0.03778687700842874,0.6479930831651695
0.6841890007022432,0.2251809926543242,0.21523456835825466,0.03680283138657511
0.7125755975422785,0.1441733977625875,0.17932658841530585,0.2791783138853265
0.04721470945650115,0.800906113779549,0.013612875316564793,0.8799695971368844
0.7853362182028785,0.08944358962065495,0.2514884732469298,0.04238424829783801
0.09297662502769223,0.9692818096722701,0.07652730239138707,0.3279401294110699
0.31495390456448086,0.5775983483918549,0.10083905082328466,0.40354875378499505
0.43106727336568645,0.49890600807325725,0.1152411354542548,0.6490116739627863
0.19750101839323775,0.6941296605690355,0.06101598607052638,0.6280369272068125
0.3188339895494375,0.574782583203177,0.09917329877826184,0.46070720656572384
0.756629210375176,0.1279073855229251,0.2339268231513441,0.021437172136080408
0.43319032286762155,0.5022724523360736,0.11274085999310675,0.7116362144555648
0.3790507854712402,0.5702410223634907,0.14027990486144845,0.06099911562830405
0.023776012837578197,0.8808541096058791,0.022011251008632125,0.704892834789859
0.6937147208871226,0.19226422910766555,0.2131773863528811,0.16009196089984412
0.42321465022607624,0.5022875578164836,0.14998222801007202,0.1675242451057385
0.32436410726367154,0.575464389122793,0.1065625765989918,0.3581692610030189
0.8158295374746719,0.0500813484725323,0.2596377568661158,0.040715200402120705
0.6926823263624746,0.18330967280695584,0.195895417504306,0.20407505946150856
0.6373928796729545,0.2632656036945672,0.16056411770338547,0.27683301354635614
0.08944242355340941,0.7657192736889362,0.025394689567256715,0.8136664003308385
0.6126673738815714,0.2880174212759718,0.17533907371281823,0.21553598864189247
0.20869956326664077,0.7277270830720807,0.08018864239607121,0.4099215046136247
0.7262943979511968,0.15401520818889952,0.21166798581838597,0.2405186979749943
0.039036978369907493,0.8340207651962062,0.018072188153831454,0.7913554426589976
0.14319976798454437,0.8013762674264394,0.06191591255273806,0.4463936541596249
0.7260002383312651,0.1574073329499792,0.19483238673737047,0.05903401059881129
0.78999137792605,0.09013419989671494,0.2616981566777068,0.019066357109832795
0.7612271895163142,0.09117660717332104,0.20608510434792848,0.2800220439258285
